procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0  74260 4688800  92276 1406956    0    0     0   176 2751 2775 88 12  0  0  0
16  0  74260 4748152  92284 1407120    0    0     0   101 2751 2852 89 11  0  0  0
16  0  74260 4724752  92292 1407176    0    0     0   179 2787 2835 89 11  0  0  0
17  0  74260 4713200  92300 1407204    0    0     0   161 2771 2788 88 12  0  0  0
16  0  74260 4700680  92316 1407496    0    0     0   231 2737 2678 89 11  0  0  0
16  0  74260 4741956  92340 1408200    0    0     0   196 2776 2871 89 11  0  0  0
16  0  74260 4785176  92348 1408004    0    0     0   160 2782 2824 88 12  0  0  0
16  0  74260 4659556  92356 1408240    0    0     0   161 2736 2732 88 12  0  0  0
16  0  74260 4721456  92364 1409844    0    0     0   124 2901 3239 88 12  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0  74260 4746316  92376 1408568    0    0     0   165 2766 2712 89 11  0  0  0
16  0  74260 4747256  92400 1408792    0    0     0   196 2735 2764 89 11  0  0  0
16  0  74260 4748180  92408 1412336    0    0     0   162 2784 2994 88 12  0  0  0
16  0  74260 4678036  92416 1409268    0    0     0   144 2743 2745 89 11  0  0  0
16  0  74260 4735000  92424 1409592    0    0     0   165 2765 2827 89 11  0  0  0
16  0  74260 4716164  92432 1409800    0    0     0   162 2753 2765 88 12  0  0  0
16  0  74260 4730784  92440 1409928    0    0     0   167 2741 2671 89 11  0  0  0
16  0  74260 4705268  92464 1410104    0    0     0   184 2684 2667 88 12  0  0  0
 0  0  74260 4985132  92488 1401672    0    0     0   153 1512 1606 42  6 52  0  0
 0  0  74260 4965088  92496 1426764    0    0     0    76  591 1160  2  0 98  0  0
 0  0  74260 4966684  92504 1409792    0    0     0    62  658 1346  2  0 97  0  0
 0  0  74260 4966684  92512 1401596    0    0     0    86  213  353  1  0 99  0  0
 0  0  74260 4966940  92520 1401580    0    0     0    54  203  345  1  0 99  0  0
 0  0  74260 4966940  92560 1401692    0    0     0   100  228  367  1  0 99  0  0
 0  0  74260 4966940  92568 1401724    0    0     0    14  197  341  1  0 99  0  0
18  0  74260 4771080  92576 1410580    0    0     0   126 2776 1989 54  7 39  0  0
15  0  74260 4754904  92584 1410888    0    0     0   173 4513 3039 89 11  0  0  0
16  0  74260 4768936  92592 1411072    0    0     0   182 4250 2932 89 11  0  0  0
16  0  74260 4789344  92600 1411860    0    0     0   209 4231 3069 89 11  0  0  0
17  0  74260 4735992  92632 1411460    0    0     0   240 4098 2911 88 12  0  0  0
15  0  74260 4720996  92656 1411884    0    0     0   210 4207 2901 89 11  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0  74260 4731952  92664 1412016    0    0     0   162 4246 2981 88 12  0  0  0
15  0  74260 4654432  92672 1412268    0    0     0   133 2902 2773 88 12  0  0  0
15  0  74260 4698192  92680 1412380    0    0     0   182 2757 2751 88 12  0  0  0
16  0  74260 4699108  92688 1415324    0    0     0   166 2802 2872 88 12  0  0  0
15  0  74260 4714460  92696 1412916    0    0     0   186 2763 2819 88 12  0  0  0
16  0  74260 4781032  92712 1413140    0    0     0   191 2782 2865 88 12  0  0  0
16  0  74260 4712028  92728 1421904    0    0     0   257 2806 3499 88 12  0  0  0
16  0  74260 4687424  92736 1422188    0    0     0   203 2784 2745 88 12  0  0  0
16  0  74260 4597560  92744 1422524    0    0     0   155 2773 2793 88 12  0  0  0
16  0  74260 4723104  92752 1420124    0    0     0   198 2826 2956 89 12  0  0  0
16  0  74260 4727076  92760 1420456    0    0     0   244 2789 2768 88 12  0  0  0
16  0  74260 4685556  92800 1423304    0    0     0   241 2843 2832 89 11  0  0  0
16  0  74260 4757500  92824 1414836    0    0     0   218 2749 2863 88 12  0  0  0
17  0  74260 4620776  92832 1415008    0    0     0   143 2721 2752 89 11  0  0  0
16  0  74260 4727340  92840 1415092    0    0     0   220 2817 2841 88 12  0  0  0
15  0  74260 4686940  92848 1415252    0    0     0   171 2800 2798 88 12  0  0  0
16  0  74260 4686556  92856 1415544    0    0     0   127 2789 2801 88 12  0  0  0
15  1  74260 4718448  92888 1416024    0    0     0   228 2744 2734 88 12  0  0  0
16  0  74260 4760636  92896 1416192    0    0     0   189 2739 2719 88 12  0  0  0
17  0  74260 4643888  92904 1416204    0    0     0   158 2764 2750 88 12  0  0  0
15  0  74260 4791724  92912 1417636    0    0     0   166 2759 2810 88 12  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0  74260 4713984  92920 1417904    0    0     0   178 2798 2790 89 11  0  0  0
15  0  74260 4711104  92928 1418208    0    0     0   153 2762 2768 88 12  0  0  0
16  0  74260 4726032  92968 1418388    0    0     0   193 2801 2820 88 12  0  0  0
16  0  74260 4706204  92976 1418788    0    0     0   190 2842 2790 88 12  0  0  0
16  0  74260 4737504  92984 1419048    0    0     0   162 2788 2739 88 12  0  0  0
16  0  74260 4717428  92992 1419216    0    0     0   167 2786 2741 89 11  0  0  0
16  0  74260 4724020  93000 1419384    0    0     0   183 2775 2787 89 11  0  0  0
17  0  74260 4777024  93008 1423080    0    0     0   171 2778 2878 88 12  0  0  0
16  0  74260 4711500  93040 1420000    0    0     0   238 2770 2820 89 11  0  0  0
16  0  74260 4693172  93048 1420120    0    0     0   181 2799 2832 88 12  0  0  0
15  0  74260 4618900  93056 1420344    0    0     0   132 2696 2666 88 12  0  0  0
15  0  74260 4647232  93056 1420488    0    0     0   138 2725 2762 89 11  0  0  0
15  1  74260 4766380  93072 1420760    0    0     0   190 2773 2873 88 12  0  0  0
16  0  74260 4771040  93080 1421024    0    0     0   186 2789 2800 88 12  0  0  0
15  0  74260 4600840  93080 1421400    0    0     0   139 2717 2744 89 11  0  0  0
17  0  74260 4653864  93144 1421616    0    0     0   317 2786 2816 88 12  0  0  0
15  0  74260 4684856  93152 1421844    0    0     0   201 2753 2838 89 11  0  0  0
16  0  74260 4650288  93160 1426108    0    0     0   130 2751 2846 88 12  0  0  0
16  0  74260 4694572  93168 1422156    0    0     0   184 2757 2736 88 12  0  0  0
16  0  74260 4639292  93176 1425248    0    0     0   172 2743 2864 89 11  0  0  0
16  0  74260 4697948  93184 1422652    0    0     0   177 2796 2838 88 12  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
17  0  74260 4717656  93200 1422684    0    0     0   162 2814 2880 89 11  0  0  0
16  0  74260 4694340  93208 1423292    0    0     0   168 2770 2803 89 11  0  0  0
16  0  74260 4724740  93216 1423284    0    0     0   167 2693 2768 88 12  0  0  0
16  0  74260 4698660  93224 1423456    0    0     0   170 2797 2860 88 12  0  0  0
15  0  74260 4647260  93232 1423656    0    0     0   127 2701 2701 89 11  0  0  0
15  0  74260 4679568  93240 1423908    0    0     0   174 2777 2840 88 12  0  0  0
16  0  74260 4735364  93296 1424044    0    0     0   280 2789 2901 88 12  0  0  0
17  0  74260 4622776  93304 1424460    0    0    27   255 2763 2809 89 11  0  0  0
16  0  74260 4654472  93312 1424684    0    0     0   160 2809 2856 88 12  0  0  0
16  0  74260 4724892  93320 1424884    0    0     0   204 2735 2852 88 12  0  0  0
16  0  74260 4730224  93328 1425148    0    0     0   173 2744 2761 89 11  0  0  0
15  0  74260 4578740  93336 1425388    0    0     0   124 2746 2758 88 12  0  0  0
16  0  74260 4691756  93352 1425556    0    0     0   197 2731 2790 88 12  0  0  0
16  0  74260 4675320  93360 1425736    0    0     0   178 2752 2767 89 11  0  0  0
16  0  74260 4692556  93368 1425908    0    0     0   150 2755 2829 88 12  0  0  0
15  0  74260 4668372  93376 1426124    0    0     0   160 2719 2769 88 12  0  0  0
16  0  74260 4670816  93384 1426280    0    0     0   171 2772 2741 89 11  0  0  0
16  0  74260 4677680  93392 1426524    0    0     0   186 2796 2816 89 11  0  0  0
16  0  74260 4729232  93424 1426768    0    0     0   275 2768 2734 89 11  0  0  0
15  0  74260 4637504  93432 1426928    0    0     0   122 2765 2752 88 12  0  0  0
16  0  74260 4709676  93440 1430636    0    0     0   169 2803 2911 89 11  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
16  0  74260 4606968  93448 1427472    0    0     0   149 2696 2699 88 12  0  0  0
15  0  74260 4719852  93456 1427740    0    0     0   194 2786 2815 88 12  0  0  0
23  0  74260 4714104  93464 1427800    0    0     0   166 2761 2699 88 12  0  0  0
16  0  74260 4644480  93472 1436908    0    0     0   182 2822 3352 88 12  0  0  0
15  0  74260 4671420  93488 1437108    0    0     0   284 2779 2857 88 12  0  0  0
15  0  74260 4626432  93504 1440748    0    0     0   188 2747 2828 88 12  0  0  0
15  0  74260 4651428  93512 1438484    0    0     0   164 2765 2853 89 11  0  0  0
16  0  74260 4663648  93520 1435200    0    0     0   204 2759 2883 88 12  0  0  0
24  0  74260 4664572  93528 1435880    0    0     0   270 2786 2939 88 12  0  0  0
15  0  74260 4672652  93568 1429328    0    0     0   298 2737 2771 89 11  0  0  0
16  0  74260 4615356  93584 1429616    0    0     0   192 2750 2848 88 12  0  0  0
16  0  74260 4705128  93592 1429844    0    0     0   176 2808 2814 88 12  0  0  0
16  0  74260 4581820  93600 1430020    0    0     0   177 2723 2819 89 11  0  0  0
17  0  74260 4748932  93608 1430408    0    0     0   123 2757 2872 88 12  0  0  0
17  0  74260 4721204  93632 1430684    0    0     0   214 2651 2594 89 11  0  0  0
 0  0  74260 4944656  93640 1431764    0    0     0   190 2514 2546 78 10 11  0  0
 0  0  74260 4949476  93656 1420800    0    0     0   134  235  375  1  0 99  0  0
 0  0  74260 4948976  93664 1420800    0    0     0    64  187  328  1  0 99  0  0
 0  0  74260 4948724  93672 1420672    0    0     0    62  179  302  1  0 99  0  0
 0  0  74260 4947972  93680 1420656    0    0     0    72  186  297  1  0 99  0  0
 0  0  74260 4939808  93688 1429316    0    0     0    35  326  605  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  74260 4924460  93704 1428900    0    0     0    90  897 1746  3  1 96  0  0
 0  0  74260 4928304  93720 1420712    0    0     0    86  200  361  1  0 99  0  0
 0  0  74260 4927804  93728 1420712    0    0     0    54  200  342  1  0 99  0  0
 0  0  74260 4927556  93736 1420688    0    0     0    69  206  345  1  0 99  0  0
 0  0  74260 4926828  93744 1420688    0    0     0    65  213  351  1  0 99  0  0
 0  0  74260 4926576  93768 1420692    0    0     0    84  212  356  1  0 99  0  0
 0  0  74260 4928204  93776 1420880    0    0     0    72  200  340  1  0 99  0  0
 0  0  74260 4927700  93792 1420948    0    0     0    38  205  360  1  0 99  0  0
 0  0  74260 4926724  93800 1420948    0    0     0    65  207  342  1  0 99  0  0
 0  0  74260 4936796  93816 1420808    0    0     0    70  230  358  1  0 99  0  0
 0  0  74260 4936308  93824 1420812    0    0     0   108  211  355  1  0 99  0  0
 0  0  74260 4935552  93832 1420812    0    0     0    78  205  344  1  0 99  0  0
 0  0  74260 4934800  93848 1420816    0    0     0    83  184  311  1  0 99  0  0
 0  0  74260 4934800  93872 1420816    0    0     0    81  185  299  1  0 99  0  0
 0  0  74260 4934296  93880 1420808    0    0     0    14  169  291  1  0 99  0  0
 0  0  74260 4933792  93888 1420804    0    0     0    54  168  288  1  0 99  0  0
 0  0  74260 4933040  93896 1420808    0    0     0    57  185  301  1  0 99  0  0
 0  0  74260 4931024  93904 1423604    0    0     0    54  387 1021  1  0 98  0  0
 0  0  74260 4930016  93912 1422040    0    0     0    58  335  823  1  0 99  0  0
 0  0  74260 4946304  93924 1425348    0    0     0   130  584  919  1  0 98  0  0
 0  0  74260 4963000  93940 1414060    0    0     0    99  192  324  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  74260 4962776  93948 1414052    0    0     0    67  162  291  1  0 99  0  0
 0  0  74260 4962776  93956 1414056    0    0     0    19  141  266  1  0 99  0  0
 0  0  74260 4962776  93964 1414056    0    0     0    67  166  305  1  0 99  0  0
 0  0  74260 4962776  93980 1414056    0    0     0    81  161  282  1  0 99  0  0
 0  0  74260 4962776  93988 1414060    0    0     0    67  154  258  1  0 99  0  0
 0  0  74260 4962528  94004 1414060    0    0     0    74  158  268  1  0 99  0  0
 0  0  74260 4962528  94012 1414060    0    0     0    53  147  253  1  0 99  0  0
 0  0  74260 4962528  94020 1414064    0    0     0    54  157  272  1  0 99  0  0
 0  0  74260 4962276  94028 1414064    0    0     0    13  137  252  1  0 99  0  0
 0  0  74260 4962276  94036 1414064    0    0     0    55  141  269  1  0 99  0  0
 0  0  74260 4962024  94044 1414060    0    0     0    77  145  261  1  0 99  0  0
 0  0  74260 4961776  94060 1414208    0    0     0    82  154  284  1  0 99  0  0
 0  0  74260 4961776  94068 1414200    0    0     0    76  155  260  1  0 99  0  0
 0  0  74260 4961524  94076 1414208    0    0     0    50  143  256  1  0 99  0  0
 0  0  74260 4961524  94084 1414212    0    0     0    65  151  279  1  0 99  0  0
 0  0  74260 4961272  94100 1414260    0    0     0    77  231  477  1  0 99  0  0
 0  0  74260 4961272  94108 1414348    0    0     0    25  654 1559  3  1 96  0  0
 0  0  74260 4961024  94132 1414364    0    0     0    83  232  488  1  0 99  0  0
 0  0  74260 4960520  94140 1414364    0    0     0    66  147  253  1  0 99  0  0
 0  0  74260 4960520  94148 1414368    0    0     0    60  145  255  1  0 99  0  0
 0  0  74260 4960020  94156 1414368    0    0     0    76  162  282  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  74260 4919768  94164 1424984    0    0     0   156  449 1408  2  0 98  0  0
 0  0  74260 4859180  94196 1451260    1    0     1   359 1021 2206  6  1 93  0  0
 0  0  74260 4936772  94244 1425708    0    0     0   210  879 1888  5  1 94  0  0
 1  0  74260 4904300  94252 1449512    0    0     0   130  817 1594  3  1 96  0  0
 0  0  74260 4900312  94260 1442096    0    0     0   102  772 1502  3  1 96  0  0
 0  0  74260 4897228  94284 1442968    0    0     0   164 1656 5145  8  3 89  0  0
 0  0  74260 4928068  94324 1435552    0    0     0   138 1123 3089  4  1 95  0  0
 0  0  74260 4928524  94340 1425696    0    0     0   135  794 2161  3  1 96  0  0
 1  0  74260 4927752  94348 1436492    0    0     0    84  803 2338  4  1 95  0  0
 0  0  74260 4923472  94380 1432488    0    0     0   151  789 1870  4  1 95  0  0
 0  0  74260 4923472  94388 1424300    0    0     0    42  193  330  1  0 99  0  0
 1  0  74260 4915280  94412 1435408    0    0     0   146  496 1279  2  0 97  0  0
 0  0  74260 4915280  94420 1434476    0    0     0    61  553 1469  2  1 97  0  0
 0  0  74260 4913288  94436 1445880    0    0     0    58 1381 3533  6  2 92  0  0
 1  0  74260 4880880  94492 1450596    0    0     0   352  894 1945  5  1 94  0  0
 1  0  74260 4875528  94516 1450748    0    0     0   114 1134 2666  7  2 91  0  0
 0  0  74260 4879120  94524 1443932    0    0     0    67  931 1692  4  1 95  0  0
 0  0  74260 4880380  94532 1443684    0    0     0    41  558  947  2  0 98  0  0
 1  0  74260 4879120  94556 1444136    0    0     0   132  461  789  2  0 98  0  0
 0  0  74260 4882396  94564 1444872    0    0     0    76  769 1348  3  0 97  0  0
 1  0  74260 4883608  94572 1444776    0    0     0    64  527  931  2  0 98  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 0  0  74260 4883360  94588 1444816    0    0     0    85  409  959  1  0 98  0  0
 0  0  74260 4882100  94596 1444816    0    0     0    67  271  599  1  0 99  0  0
 0  0  74260 4881092  94620 1444888    0    0     0    74  336  824  1  0 98  0  0
 0  0  74260 4883892  94628 1444296    0    0     0    83  757 1587  4  1 95  0  0
 0  0  74260 4875600  94668 1443580    0    0     0   260  904 1837  5  2 94  0  0
 1  0  74260 4863596  94700 1444008    0    0     0   306 1149 2430  5  1 93  0  0
 0  0  74260 4874992  94732 1458492    0    0     2   101  667 1367  3  1 96  0  0
 0  0  74260 4874236  94740 1443900    0    0     0   111  246  611  1  0 99  0  0
 0  0  74260 4873736  94748 1443900    0    0     0    71  230  653  1  0 99  0  0
 0  0  74260 4873736  94772 1443900    0    0     0    80  216  594  1  0 99  0  0
 0  0  74260 4873736  94780 1443896    0    0     0    72  270  683  1  0 99  0  0
 0  0  74260 4865072  94804 1443264    0    0     0   169  312  773  1  0 98  0  0
 0  0  74260 4865072  94828 1443264    0    0     0    79  246  524  1  0 99  0  0
 0  0  74260 4865072  94836 1443272    0    0     0    63  175  304  1  0 99  0  0
 0  0  74260 4865072  94844 1443280    0    0     0    73  172  303  1  0 99  0  0
 0  0  74260 4864820  94852 1443280    0    0     0    60  152  261  1  0 99  0  0
 0  0  74260 4863812  94860 1450608    0    0     0    66  364  739  2  0 97  0  0
 0  0  74260 4863564  94868 1450608    0    0     0    61  153  262  1  0 99  0  0
 0  0  74260 4873492  94892 1443244    0    0     0    97  171  285  1  0 99  0  0
 0  0  74260 4845392  94900 1455080    0    0     0    26  914 2074  5  1 95  0  0
 0  0  74260 4854880  94908 1450512    0    0     0    71  837 1793  6  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  74260 4863148  94924 1443760    0    0     0    74  916 1845  5  1 94  0  0
 1  0  74260 4862896  94932 1443580    0    0     0    71  538 1243  3  1 96  0  0
 3  0  74260 4850240  94980 1459800    0    0     0   329  719 1415  4  1 95  0  0
 0  0  74260 4833272  95020 1475460    0    0     0   308  736 1587  4  1 95  0  0
 0  0  74260 4851036  95060 1451824    0    0     0   303  725 1473  3  1 96  0  0
 0  0  74260 4850812  95068 1451756    0    0     0    40  341  539  1  0 99  0  0
 1  0  74260 4859040  95076 1459036    0    0     0    84  647 1270  3  1 96  0  0
 1  0  74260 4842812  95096 1459032    0    0     1   149  921 1845  5  1 94  0  0
 0  0  74260 4838212  95104 1459136    0    0     0    72  680 1254  3  1 96  0  0
 1  0  74260 4837120  95112 1460680    0    0     0    74 1004 3247  6  1 92  0  0
 1  0  74260 4838220  95128 1459056    0    0     0    91 1140 3068  6  1 92  0  0
 0  0  74260 4831572  95136 1467076    0    0     0    68  598 1198  3  1 97  0  0
 0  0  74260 4823168  95168 1468144    0    0     0   232  444 1085  2  1 97  0  0
 0  0  74260 4832148  95184 1452748    0    0     0    56  535 1188  3  1 97  0  0
 0  0  74260 4839772  95208 1459708    0    0     0   187  694 1472  3  1 96  0  0
 0  0  74260 4846856  95240 1460732    0    0     0   211  461 1174  2  0 97  0  0
 0  0  74260 4838948  95272 1459544    0    0     0   130  627 1307  3  1 96  0  0
 0  0  74260 4837688  95280 1459608    0    0     0    70  709 1376  4  1 96  0  0
 2  0  74260 4801948  95288 1468092    0    0     0   105  577 1759  2  1 97  0  0
 1  0  74260 4802588  95296 1461436    0    0     0   131  648 1815  3  1 96  0  0
 1  0  74260 4793200  95304 1470960    0    0     0    61 1114 2850  5  1 93  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  74260 4795288  95328 1471808    0    0     0    81  942 2985  4  1 95  0  0
 0  0  74260 4724364  95352 1473052    0    0     0   110 2535 4824  9  1 89  0  0
 1  0  74260 4725908  95360 1468680    0    0     0   157  540 1482  2  0 98  0  0
 0  0  74260 4688288  95400 1467360    0    0   120   227 1626 4507  7  1 91  0  0
 0  0  74260 4704536  95416 1463244    1    0     1   143  617 1623  2  1 97  0  0
 0  0  74260 4757660  95432 1467736    0    0     0   104 3891 4934  8  2 91  0  0
 0  0  74260 4834008  95448 1460772    0    0     0   131 1916 1819  4  1 96  0  0
 1  0  74260 4845912  95488 1460340    0    0     0   275  601 1398  2  1 97  0  0
 0  0  74260 4842352  95520 1453404    0    0     0   165  903 2512  4  1 95  0  0
 0  0  74260 4776776  95552 1468336    0    0     0   151 1527 3461  9  1 90  0  0
 0  0  74260 4769340  95560 1476164    0    0     0    82 1065 2742  3  1 95  0  0
 1  0  74260 4803728  95600 1468680    0    0     0   258 1798 1479  3  1 96  0  0
 0  0  74260 4820308  95608 1456548    0    0     0   113  766 1904  3  1 96  0  0
 0  0  74260 4767076  95640 1483408    0    0     0   142 1146 2658  5  1 94  0  0
 0  0  74260 4776852  95648 1467444    0    0     0    14 2032 4369  6  2 93  0  0
 0  0  74260 4772328  95672 1463292    0    0     0   112 1016 3823  3  1 96  0  0
 0  0  74260 4777860  95704 1467444    0    0     0   121  777 2051  3  1 96  0  0
 0  0  74260 4765616  95720 1465288    0    0     0    94 1717 3727  5  2 94  0  0
 0  0  74260 4800132  95736 1461564    0    0     0    72 2313 2517  4  1 95  0  0
 0  0  74260 4802512  95784 1461468    0    0     0   266  580 1206  2  1 97  0  0
 0  0  74260 4821540  95808 1453836    0    0     0   106  614 1516  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  74260 4799408  95816 1467544    0    0     0    54  903 2692  4  1 95  0  0
 0  0  74260 4757540  95824 1468524    0    0     0    45 1616 3495  7  1 92  0  0
 0  0  74260 4766640  95848 1462008    0    0     0    81  876 1856  3  1 96  0  0
 0  0  74260 4805088  95888 1460632    0    0     0   254 2066 1835  4  1 96  0  0
 2  0  74260 4826248  95896 1453596    0    0     0   124  991 2781  5  1 95  0  0
 3  0  74260 4761816  95936 1467508    0    0     0   122 2086 4679  8  1 91  0  0
 1  0  74260 4756932  95944 1475228    0    0     0    89 1068 2961  3  1 96  0  0
 0  0  74260 4812480  96000 1461852    0    0     0   200 1124 1425  3  1 97  0  0
 1  0  74260 4819736  96008 1456308    0    0     0    87  868 2157  3  1 96  0  0
 0  0  74260 4826428  96016 1456440    0    0     0    62  717 2074  2  1 97  0  0
 0  0  74260 4834088  96024 1453940    0    0     0    57 1012 3044  4  1 95  0  0
 0  0  74260 4779820  96064 1468616    0    0     0   143 2087 4409  7  1 92  0  0
 1  0  74260 4743444  96072 1480856    0    0     0    93 1696 4114  6  1 92  0  0
 0  0  74260 4748548  96080 1460372    0    0     0    52  482 1084  1  0 98  0  0
 2  0  74260 4787220  96096 1457084    0    0     0   119 2004 2010  4  1 96  0  0
 3  0  74260 4776564  96104 1471764    0    0     0    60 1232 2998  5  1 94  0  0
 0  0  74260 4766480  96112 1468896    0    0     0    13 2264 4857  8  1 91  0  0
 0  0  74260 4791912  96128 1465232    0    0     0    94  446  801  1  0 99  0  0
 0  0  74260 4807204  96160 1453216    0    0     0   146  627 1302  2  0 98  0  0
 0  0  74260 4807704  96200 1460440    0    0     0   200 1547 1615  4  0 95  0  0
 0  0  74260 4806760  96208 1454496    0    0     0   106  776 1911  2  1 97  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 5  0  74260 4771696  96240 1468636    0    0     0    84 1624 4011  6  1 93  0  0
 0  0  74260 4756644  96248 1457304    0    0     0    11 1232 2762  5  1 94  0  0
 0  0  74260 4774424  96272 1479708    0    0     0    83 2217 2231  4  1 95  0  0
 0  0  74260 4798880  96304 1464816    0    0     0   238  504 1180  2  0 98  0  0
 0  0  74260 4797468  96312 1484656    0    0     0    92  912 2523  4  1 95  0  0
 0  0  74260 4755788  96320 1464752    0    0     0    94 2030 4246  9  1 90  0  0
 0  0  74260 4743920  96328 1467736    0    0     0    75 1004 2429  4  1 96  0  0
 0  0  74260 4759024  96360 1464616    0    0     0   126  470 1152  2  0 97  0  0
 0  0  74260 4800728  96384 1449856    0    0     0   136 2688 3037  5  1 94  0  0
 0  0  74260 4794688  96392 1452064    0    0     0    87  744 1729  3  1 96  0  0
 1  0  74260 4796456  96408 1449708    0    0     0    36 1066 2522  4  1 95  0  0
 1  0  74260 4708804  96416 1465520    0    0     0    84 2133 4723 10  1 89  0  0
 0  0  74260 4706628  96424 1457312    0    0     0    54  498 1543  1  0 98  0  0
 0  0  74260 4716328  96448 1452100    0    0     0   111  826 2007  3  1 97  0  0
 2  0  74260 4779484  96488 1464660    0    0     0   237 2206 1761  3  1 96  0  0
 1  0  74260 4773132  96512 1459284    0    0     0   206 1368 3314  5  1 94  0  0
 0  0  74260 4743184  96824 1482724    0    0     0   413 1392 2750  4  1 96  0  0
 0  0  74260 4753420  96880 1473500    0    0     0   323  608 1498  2  0 97  0  0
 0  0  74260 4771976  96888 1458128    0    0     0   103  216  370  1  0 99  0  0
 0  0  74260 4790420  96896 1455684    0    0     0    66  211  374  1  0 99  0  0
 0  0  74260 4789160  96904 1451616    0    0     0   199  161  291  1  0 99  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 1  0  74260 4780716  96928 1455076    0    0     0    86  823 1501  4  0 95  0  0
 0  0  74260 4813656  96952 1446504    0    0     0   128  787 1837  3  1 96  0  0
 0  0  74260 4793136  96968 1463928    0    0     0   148  883 2230  3  1 96  0  0
 0  0  74260 4809028  96988 1457904    0    0     1    70  415 1139  1  0 98  0  0
 0  0  74260 4805252  96996 1456712    0    0     0    47  316  834  1  0 99  0  0
 0  0  74260 4800228  97044 1456704    0    0     0   115  543 1582  2  0 97  0  0
 0  0  74260 4797204  97068 1456804    0    0     0    85  468 1346  2  0 98  0  0
 0  0  74260 4799796  97092 1457820    0    0     0   129  923 1642  3  0 97  0  0
 0  0  74260 4799040  97100 1457832    0    0     0    76  678 1996  2  1 97  0  0
 0  0  74260 4797820  97116 1459820    0    0     0    98  577 1730  3  0 97  0  0
 0  0  74260 4797568  97124 1459824    0    0     0    34  528 1694  2  0 97  0  0
 0  0  74260 4796064  97140 1459832    0    0     0   102  491 1444  2  0 98  0  0
 1  0  74260 4746108  97164 1470040    0    0     0   102 1527 3257  6  1 93  0  0
 0  0  74260 4757064  97188 1455896    0    0     0    81 2830 4856 14  1 85  0  0
 0  0  74260 4764128  97204 1455976    0    0     0   135  930 2784  3  1 97  0  0
 0  0  74260 4763728  97244 1451944    0    0     0   310 1060 2301  5  1 95  0  0
 1  0  74260 4771788  97252 1452916    0    0     0   118 1000 3023  5  1 94  0  0
 0  0  74260 4770128  97276 1454076    0    0     0   113 1430 4889  8  1 91  0  0
 0  0  74260 4784336  97308 1445908    0    0     0   101 1309 4405  6  1 93  0  0
 0  0  74260 4781060  97316 1445204    0    0     0    12  918 2910  4  1 95  0  0
 1  0  74260 4740444  97340 1463756    0    0     0    66 1796 4162  7  1 92  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st
 2  0  74260 4742240  97348 1461704    0    0     0    56 2020 2729 11  1 88  0  0
 0  0  74260 4762756  97364 1460044    0    0     0    91 1793 4249  6  1 93  0  0
 0  0  74260 4784208  97372 1460812    0    0     0    61  870 1798  3  1 96  0  0
